Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15819","Oboe (OBOE) Open Sections"," 539","184","Performance","IND","P  ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15820","Oboe (OBOE) Open Sections"," 540","184","Performance","IND","P  ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19102","Opera (OPERA) Open Sections"," 341","001","Opera Workshop I","LAB","PIR","","T","","TH","","","","01/03/2018","04/17/2018","1030-1230PM","1360 SM","Swedberg","  10","  10","N","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13322","Opera (OPERA) Open Sections"," 341","002","Opera Workshop I","LAB","PIR","M","","W","","","","","01/03/2018","04/17/2018","230-430PM","1360 SM","Swedberg","  20","  20","N","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13323","Opera (OPERA) Open Sections"," 451","001","Opera Workshop II","LAB","PIR","M","","W","","","","","01/03/2018","04/17/2018","230-430PM","1360 SM","Swedberg","  20","  20","N","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13324","Opera (OPERA) Open Sections"," 455","001","Repertory & Prod","LAB","P R","M","T","","TH","F","","","01/03/2018","04/17/2018","430-7PM","1360 SM","Swedberg"," 400"," 400","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13325","Opera (OPERA) Open Sections"," 541","001","Opera Workshop I","LAB","PIR","","T","","TH","","","","01/03/2018","04/17/2018","1230-230PM","1360 SM","Swedberg","  10","  10","N","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13326","Opera (OPERA) Open Sections"," 551","001","Opera Workshop II","LAB","PIR","","T","","TH","","","","01/03/2018","04/17/2018","230-430PM","1360 SM","Swedberg","  10","  10","N","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13327","Opera (OPERA) Open Sections"," 555","001","Repertory&Productn","LAB","P R","M","T","","TH","F","","","01/03/2018","04/17/2018","430-7PM","1360 SM","Swedberg"," 400"," 400","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16014","Organ (ORGAN) Open Sections"," 139","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16015","Organ (ORGAN) Open Sections"," 140","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16017","Organ (ORGAN) Open Sections"," 219","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16016","Organ (ORGAN) Open Sections"," 220","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16009","Organ (ORGAN) Open Sections"," 221","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16007","Organ (ORGAN) Open Sections"," 222","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16012","Organ (ORGAN) Open Sections"," 239","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16013","Organ (ORGAN) Open Sections"," 240","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16010","Organ (ORGAN) Open Sections"," 339","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16011","Organ (ORGAN) Open Sections"," 340","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16020","Organ (ORGAN) Open Sections"," 423","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16019","Organ (ORGAN) Open Sections"," 425","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16021","Organ (ORGAN) Open Sections"," 426","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15609","Organ (ORGAN) Open Sections"," 439","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15610","Organ (ORGAN) Open Sections"," 440","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15606","Organ (ORGAN) Open Sections"," 500","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-6.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15607","Organ (ORGAN) Open Sections"," 539","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","15608","Organ (ORGAN) Open Sections"," 540","063","Performance","IND","P R","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31689","Organ Literature (ORGANLIT) Open Sections"," 587","001","Organ Pedagogy","LEC","P  ","M","","","","","","","01/03/2018","04/17/2018","230-330PM","2110 SM","Kibbie","   5","   5","N","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21494","Organ Literature (ORGANLIT) Open Sections"," 782","001","Early Mus Keyboard","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  20","  20","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","27756","Performing Arts & Technology (PAT) Open Sections"," 305","001","Video Game Music","LEC","P  ","","T","","TH","","","","01/03/2018","04/17/2018","4-5PM","UMMA AUD","Thompson"," 100"," 100","Y","2.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13329","Performing Arts & Technology (PAT) Open Sections"," 332","001","Sound Record Prod II","LEC","A R","","T","","TH","","","","01/03/2018","04/17/2018","9-1030AM","376 SM","Camci"," "," "," ","3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31887","Performing Arts & Technology (PAT) Open Sections"," 400","001","PAT Seminar","SEM","P  ","","","","","F","","","01/03/2018","04/17/2018","3-430PM","376 SM","Gurevich","  50","  50","N","0.50",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","13330","Performing Arts & Technology (PAT) Open Sections"," 407","001","Direct Indiv Stdy","IND"," IR","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","14321","Performing Arts & Technology (PAT) Open Sections"," 407","115","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Rush","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","14322","Performing Arts & Technology (PAT) Open Sections"," 407","306","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Santos","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16693","Performing Arts & Technology (PAT) Open Sections"," 407","323","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kirshner","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","23224","Performing Arts & Technology (PAT) Open Sections"," 407","324","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Edwards","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17583","Performing Arts & Technology (PAT) Open Sections"," 407","325","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Corey","  10","  10","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","29380","Performing Arts & Technology (PAT) Open Sections"," 407","326","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Dooley","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","20583","Performing Arts & Technology (PAT) Open Sections"," 407","327","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Granzow","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","25116","Performing Arts & Technology (PAT) Open Sections"," 407","328","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Reynolds III","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21740","Performing Arts & Technology (PAT) Open Sections"," 407","329","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gurevich","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21741","Performing Arts & Technology (PAT) Open Sections"," 407","330","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","O'Modhrain","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","22966","Performing Arts & Technology (PAT) Open Sections"," 407","331","Direct Indiv Stdy","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Hill Jr","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19932","Performing Arts & Technology (PAT) Open Sections"," 472","001","Business of Music","LEC","P  ","","T","","TH","","","","01/03/2018","04/17/2018","3-430PM","STAMPS","Swedberg","  80","  80","Y","3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","14323","Performing Arts & Technology (PAT) Open Sections"," 481","115","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Rush","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","14324","Performing Arts & Technology (PAT) Open Sections"," 481","306","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Santos","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17126","Performing Arts & Technology (PAT) Open Sections"," 481","323","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kirshner","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","23226","Performing Arts & Technology (PAT) Open Sections"," 481","324","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Edwards","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17125","Performing Arts & Technology (PAT) Open Sections"," 481","325","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Corey","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","20584","Performing Arts & Technology (PAT) Open Sections"," 481","327","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Granzow","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21742","Performing Arts & Technology (PAT) Open Sections"," 481","329","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gurevich","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21743","Performing Arts & Technology (PAT) Open Sections"," 481","330","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","O'Modhrain","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31379","Performing Arts & Technology (PAT) Open Sections"," 481","331","Independent Stds","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Camci","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21251","Performing Arts & Technology (PAT) Open Sections"," 490","003","Sr Thesis Seminar","SEM","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Rush","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21252","Performing Arts & Technology (PAT) Open Sections"," 490","004","Sr Thesis Seminar","SEM","PI ","","","","TH","","","","01/03/2018","04/17/2018","2-330PM","ARR","Kirshner","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21253","Performing Arts & Technology (PAT) Open Sections"," 490","005","Sr Thesis Seminar","SEM","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Santos","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21254","Performing Arts & Technology (PAT) Open Sections"," 490","006","Sr Thesis Seminar","SEM","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gurevich","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21875","Performing Arts & Technology (PAT) Open Sections"," 490","007","Sr Thesis Seminar","SEM","PI ","","","W","","","","","01/03/2018","04/17/2018","5-6PM","ARR","O'Modhrain","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","26684","Performing Arts & Technology (PAT) Open Sections"," 490","002","Sr Thesis Seminar","SEM","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Granzow","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","14325","Performing Arts & Technology (PAT) Open Sections"," 490","001","Sr Thesis Seminar","LEC","PI ","M","","","","","","","01/03/2018","04/17/2018","1130-1230PM","ARR","Corey","  25","  25","Y","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","27610","Performing Arts & Technology (PAT) Open Sections"," 490","008","Sr Thesis Seminar","SEM","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Granzow","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31382","Performing Arts & Technology (PAT) Open Sections"," 490","331","Sr Thesis Seminar","SEM","PI ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Camci","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","32389","Performing Arts & Technology (PAT) Open Sections"," 498","001","Special Topics PAT","LEC","P  ","","","","TH","","","","01/04/2018","02/15/2018","630-830PM","378 SM","LeBoeuf","  35","  35","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31692","Performing Arts & Technology (PAT) Open Sections"," 498","008","Special Topics PAT","LEC","P  ","","T","","TH","","","","01/03/2018","04/17/2018","230-4PM","506 BMT","Burns","  50","  50","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17042","Performing Arts & Technology (PAT) Open Sections"," 507","001","Direct Indiv Study","IND"," IR","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","22255","Performing Arts & Technology (PAT) Open Sections"," 507","115","Direct Indiv Study","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Rush","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","23225","Performing Arts & Technology (PAT) Open Sections"," 507","324","Direct Indiv Study","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Edwards","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","20585","Performing Arts & Technology (PAT) Open Sections"," 507","327","Direct Indiv Study","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Granzow","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21744","Performing Arts & Technology (PAT) Open Sections"," 507","329","Direct Indiv Study","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gurevich","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21745","Performing Arts & Technology (PAT) Open Sections"," 507","330","Direct Indiv Study","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","O'Modhrain","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31378","Performing Arts & Technology (PAT) Open Sections"," 507","331","Direct Indiv Study","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Camci","  25","  25","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18227","Performing Arts & Technology (PAT) Open Sections"," 572","001","Business of Music","LEC","P  ","","T","","TH","","","","01/03/2018","04/17/2018","3-430PM","STAMPS","Swedberg","  80","  80","Y","3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18274","Performing Arts & Technology (PAT) Open Sections"," 581","001","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18275","Performing Arts & Technology (PAT) Open Sections"," 581","115","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Rush","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18276","Performing Arts & Technology (PAT) Open Sections"," 581","306","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Santos","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18277","Performing Arts & Technology (PAT) Open Sections"," 581","323","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kirshner","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","23227","Performing Arts & Technology (PAT) Open Sections"," 581","324","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Edwards","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18278","Performing Arts & Technology (PAT) Open Sections"," 581","325","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Corey","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","20586","Performing Arts & Technology (PAT) Open Sections"," 581","327","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Granzow","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21746","Performing Arts & Technology (PAT) Open Sections"," 581","329","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gurevich","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21747","Performing Arts & Technology (PAT) Open Sections"," 581","330","Independ Std","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","O'Modhrain","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31377","Performing Arts & Technology (PAT) Open Sections"," 581","331","Independ Std","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Camci","  25","  25","N","1.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17802","Performing Arts & Technology (PAT) Open Sections"," 590","115","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Rush","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17803","Performing Arts & Technology (PAT) Open Sections"," 590","323","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kirshner","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17804","Performing Arts & Technology (PAT) Open Sections"," 590","325","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Corey","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","20587","Performing Arts & Technology (PAT) Open Sections"," 590","327","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Granzow","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21748","Performing Arts & Technology (PAT) Open Sections"," 590","329","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gurevich","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","21749","Performing Arts & Technology (PAT) Open Sections"," 590","330","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","O'Modhrain","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","31376","Performing Arts & Technology (PAT) Open Sections"," 590","331","Thesis","IND","   ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Camci","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18186","Performing Arts & Technology (PAT) Open Sections"," 590","334","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Moorefield","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","17805","Performing Arts & Technology (PAT) Open Sections"," 590","610","Thesis","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Simoni","  25","  25","N","1.00-9.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","32390","Performing Arts & Technology (PAT) Open Sections"," 598","001","Special Topic in PAT","LEC","P  ","","","","TH","","","","01/04/2018","02/15/2018","630-830PM","378 SM","LeBoeuf","  35","  35","N","1.00-3.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16060","Percussion (PERCUSS) Open Sections"," 139","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gould","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18363","Percussion (PERCUSS) Open Sections"," 139","283","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Sherwood","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18862","Percussion (PERCUSS) Open Sections"," 139","286","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kocher","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19615","Percussion (PERCUSS) Open Sections"," 139","287","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gramley","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16061","Percussion (PERCUSS) Open Sections"," 140","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gould","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18364","Percussion (PERCUSS) Open Sections"," 140","283","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Sherwood","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18863","Percussion (PERCUSS) Open Sections"," 140","286","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kocher","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19616","Percussion (PERCUSS) Open Sections"," 140","287","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gramley","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","22134","Percussion (PERCUSS) Open Sections"," 140","289","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Ovalle","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16065","Percussion (PERCUSS) Open Sections"," 219","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16064","Percussion (PERCUSS) Open Sections"," 220","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16063","Percussion (PERCUSS) Open Sections"," 221","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16062","Percussion (PERCUSS) Open Sections"," 222","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","1-1AM","ARR","","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16058","Percussion (PERCUSS) Open Sections"," 239","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gould","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18370","Percussion (PERCUSS) Open Sections"," 239","283","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Sherwood","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18869","Percussion (PERCUSS) Open Sections"," 239","286","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Kocher","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","19622","Percussion (PERCUSS) Open Sections"," 239","287","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gramley","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","22967","Percussion (PERCUSS) Open Sections"," 239","289","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Ovalle","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","16059","Percussion (PERCUSS) Open Sections"," 240","279","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Gould","  25","  25","N","2.00-4.00",
"Winter 2018","Regular Academic Session","Music, Theatre & Dance","18371","Percussion (PERCUSS) Open Sections"," 240","283","Performance","IND"," I ","","","","","","","","01/03/2018","04/17/2018","ARR","ARR","Sherwood","  25","  25","N","2.00-4.00",
